# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.2-SNAPSHOT

activated.masonrapa, boolean, 00
admin.011850429120, boolean, 00
admin.054554128551, boolean, 00
admin.10737181, boolean, 00
admin.11531546, boolean, 00
admin.11699141, boolean, 00
admin.12886111, boolean, 00
admin.12948786, boolean, 00
admin.13434702, boolean, 00
admin.14284522, boolean, 00
admin.14527355, boolean, 00
admin.15338462, boolean, 00
admin.15402224, boolean, 00
admin.16772885, boolean, 00
admin.18760698, boolean, 00
admin.19202275, boolean, 00
admin.19585826, boolean, 00
admin.19649474, boolean, 00
admin.20766356, boolean, 00
admin.21233422, boolean, 00
admin.21364887, boolean, 00
admin.231202135356, boolean, 00
admin.23888436, boolean, 00
admin.24460233, boolean, 00
admin.25113825, boolean, 00
admin.25200284, boolean, 00
admin.25242504, boolean, 00
admin.25258190, boolean, 00
admin.25326204, boolean, 00
admin.27047145, boolean, 00
admin.27270737, boolean, 00
admin.27764074, boolean, 00
admin.27897874, boolean, 00
admin.28162309, boolean, 00
admin.31002769, boolean, 00
admin.31260504, boolean, 00
admin.31322913, boolean, 00
admin.31988504, boolean, 00
admin.32171973, boolean, 00
admin.34313469, boolean, 00
admin.34603219, boolean, 00
admin.36953104, boolean, 00
admin.37069156, boolean, 00
admin.38273160, boolean, 00
admin.38911378, boolean, 00
admin.40256580, boolean, 00
admin.40306122, boolean, 00
admin.40798448, boolean, 00
admin.41035742, boolean, 00
admin.41666202, boolean, 00
admin.43354310, boolean, 00
admin.43393318, boolean, 00
admin.43720157, boolean, 00
admin.43911608, boolean, 00
admin.44848932, boolean, 00
admin.46624519, boolean, 00
admin.47346491, boolean, 00
admin.48318664, boolean, 00
admin.49622553, boolean, 00
admin.49791768, boolean, 00
admin.51784196, boolean, 00
admin.52228741, boolean, 00
admin.536640335567, boolean, 00
admin.53763081, boolean, 00
admin.54387728, boolean, 00
admin.556609770934, boolean, 00
admin.55675090, boolean, 00
admin.56352748, boolean, 00
admin.57706465, boolean, 00
admin.59575772, boolean, 00
admin.59581286, boolean, 00
admin.60370892, boolean, 00
admin.60992115, boolean, 00
admin.61100730, boolean, 00
admin.63249126, boolean, 00
admin.63672587, boolean, 00
admin.64350701, boolean, 00
admin.65065691, boolean, 00
admin.65128580, boolean, 00
admin.65252720, boolean, 00
admin.66019750, boolean, 00
admin.66113883, boolean, 00
admin.67133818, boolean, 00
admin.67669772, boolean, 00
admin.67833580, boolean, 00
admin.68297479, boolean, 00
admin.68382520, boolean, 00
admin.68617656, boolean, 00
admin.69604462, boolean, 00
admin.69608862, boolean, 00
admin.69866036, boolean, 00
admin.70089103, boolean, 00
admin.71212751, boolean, 00
admin.71370275, boolean, 00
admin.72868127, boolean, 00
admin.74579546, boolean, 00
admin.75097433, boolean, 00
admin.75513754, boolean, 00
admin.76567248, boolean, 00
admin.77706155, boolean, 00
admin.77944526, boolean, 00
admin.78221754, boolean, 00
admin.79294455, boolean, 00
admin.79846923, boolean, 00
admin.82250675, boolean, 00
admin.82294499, boolean, 00
admin.82843897, boolean, 00
admin.87122144, boolean, 00
admin.87377848, boolean, 00
admin.88104729, boolean, 00
admin.88846758, boolean, 00
admin.90255751, boolean, 00
admin.90582289, boolean, 00
admin.91048712, boolean, 00
admin.91181659, boolean, 00
admin.91263922, boolean, 00
admin.92067769, boolean, 00
admin.92150726, boolean, 00
admin.93308034, boolean, 00
admin.94383579, boolean, 00
admin.95143412, boolean, 00
admin.95553777, boolean, 00
admin.95798494, boolean, 00
admin.97151991, boolean, 00
admin.97711226, boolean, 00
admin.99152847, boolean, 00
admin._jvse, boolean, 00
admin.acbhqdgjslcs, boolean, 00
admin.aipzqxpejyjx, boolean, 00
admin.ajnoswskoinj, boolean, 00
admin.akqxigzwnzdz, boolean, 00
admin.akxdmzjnxlke, boolean, 00
admin.anzqxirvkoxh, boolean, 00
admin.aoqksfjxvwlu, boolean, 00
admin.aptpfjjjcqej, boolean, 00
admin.apwrdarhccbc, boolean, 00
admin.arandomnickname, boolean, 00
admin.asdfgh, boolean, 00
admin.aukwebfzzrdp, boolean, 00
admin.awixozqihbsy, boolean, 00
admin.axlmsjfejjsv, boolean, 00
admin.ayshdufhgjk, boolean, 00
admin.aztczlqhcjjq, boolean, 00
admin.baxnkfohddxp, boolean, 00
admin.bbckygufbxad, boolean, 00
admin.bczseppanuuz, boolean, 00
admin.bfmlrjlflxfc, boolean, 00
admin.bfyppznmmqyk, boolean, 00
admin.bgosaeushpgr, boolean, 00
admin.biaqgtmiaolc, boolean, 00
admin.bicbauieljve, boolean, 00
admin.bizarre, boolean, 00
admin.bltmqkalhcll, boolean, 00
admin.bot1, boolean, 00
admin.bot2, boolean, 00
admin.bot_17951, boolean, 00
admin.bot_20267, boolean, 00
admin.bot_30784, boolean, 00
admin.bot_35516, boolean, 00
admin.bot_66047, boolean, 00
admin.bot_75293, boolean, 00
admin.bot_99597, boolean, 00
admin.btdlfvbzhqrj, boolean, 00
admin.btqomtdlcldg, boolean, 00
admin.bzyzyjgtcemp, boolean, 00
admin.cgenodvlfmeu, boolean, 00
admin.cmeuequeyqaf, boolean, 00
admin.cmucyfalgdwq, boolean, 00
admin.crtosfbzkbma, boolean, 00
admin.cubcqnxtdtzk, boolean, 00
admin.cxoohhmyavrc, boolean, 00
admin.cydxrgladibo, boolean, 00
admin.ddfynvprdxtn, boolean, 00
admin.dfoyriragqgb, boolean, 00
admin.dinhuhyfd, boolean, 00
admin.diwteanupwzb, boolean, 00
admin.dmauilaohjrn, boolean, 00
admin.dosqrrevxvhv, boolean, 00
admin.dowuimfjxwaq, boolean, 00
admin.drefagl, boolean, 00
admin.dtutkjlkyrzv, boolean, 00
admin.ducqogzaloub, boolean, 00
admin.duzukggxxvjb, boolean, 00
admin.dvsvqgzvaxox, boolean, 00
admin.dvtyxhqduwrv, boolean, 00
admin.eeatrcuxkjvp, boolean, 00
admin.eipbomxvusyc, boolean, 00
admin.eitkxetbfffq, boolean, 00
admin.emeffjmcpwod, boolean, 00
admin.emhvemfaunoo, boolean, 00
admin.enderman, boolean, 00
admin.endermanxd, boolean, 00
admin.epyzuglfkvic, boolean, 00
admin.euikepqfblnx, boolean, 00
admin.evetizrrlhko, boolean, 00
